rank;Youtuber;subscribers;video views;category;Title;uploads;Country;Abbreviation;channel_type;video_views_for_the_last_30_days;lowest_monthly_earnings;highest_monthly_earnings;lowest_yearly_earnings;highest_yearly_earnings;subscribers_for_last_30_days;created_year;created_month;created_date;Gross tertiary education enrollment (%)
168;Spinnin' Records;30100000;19607009165.00;Music;Spinnin' Records;11501.00;Netherlands;NL;Music;100040000;25000;400200;300100;4800000;100000;2007;Jul;12;85
819;Geo News;13800000;5727888539.00;News & Politics;Geo News;190093.00;Pakistan;PK;News;100053000;25000;400200;300200;4800000;100000;2007;Jan;10;9
510;DeGoBooM;17600000;6306204566.00;Gaming;DeGoBooM;4702.00;Chile;CL;Games;100215000;25100;400900;300600;4800000;500000;2014;Feb;1;88.5
116;Geet MP3;34300000;12746535822.00;Music;Geet MP3;679.00;India;IN;Music;101357000;25300;405400;304100;4900000;100000;2016;Oct;22;28.1
450;CKN;18700000;12295637162.00;Entertainment;cKn;16.00;Spain;ES;Music;102;3;41;31;5;1;2005;Sep;26;88.9
200;Crazy XYZ;27300000;7705492350.00;Entertainment;Crazy XYZ;1259.00;India;IN;Tech;102235000;25600;408900;306700;4900000;100000;2017;Sep;10;28.1
686;THE BROWN SIBLINGS;15000000;8658553456.00;Entertainment;THE BROWN SIBLINGS;965.00;India;IN;Entertainment;102357000;25600;409400;307100;4900000;200000;2016;Oct;9;28.1
438;Calvin Harris;19000000;16014044618.00;Music;Calvin Harris;79.00;United Kingdom;GB;Music;102410000;25600;409600;307200;4900000;100000;2007;Feb;11;60
452;Shemaroo Comedy;18600000;6047584292.00;Entertainment;Shemaroo Comedy;4487.00;India;IN;Comedy;102431000;25600;409700;307300;4900000;200000;2007;Jan;31;28.1
492;MGC Playhouse;17900000;16174530046.00;Shows;MGC Playhouse;1426.00;United States;US;Education;102621000;25700;410500;307900;4900000;100000;2009;Feb;3;88.2
344;Becky G;21300000;10644857969.00;Music;Becky G;78.00;United States;US;Music;103171000;25800;412700;309500;5000000;100000;2011;Sep;6;88.2
226;Nicki Minaj;25700000;10242981063.00;Music;Nicki Minaj;42.00;United States;US;Music;103631000;25900;414500;310900;5000000;100000;2013;Aug;28;88.2
212;Alan Chikin Chow;26400000;27006526665.00;Comedy;Alan Chikin Chow;865.00;United States;US;Comedy;1046000000;261500;4200000;3100000;50200000;1300000;2020;Feb;3;88.2
773;SIS vs BRO;14200000;6973932553.00;Entertainment;SiS;60.00;Ukraine;UA;Entertainment;105;3;42;32;5;10;2016;Aug;3;82.7
550;CoryxKenshin;16700000;7102965621.00;Gaming;CoryxKenshin;1693.00;United States;US;Games;105114000;26300;420500;315300;5000000;200000;2009;Apr;27;88.2
436;Wow Kidz Action;19000000;8281724393.00;Film & Animation;Wow Kidz Action;1525.00;India;IN;Entertainment;105706000;26400;422800;317100;5100000;200000;2017;Nov;8;28.1
398;5-Minute Crafts PLAY;20100000;6119294270.00;Howto & Style;5-Minute Crafts PLAY;5491.00;United States;US;Howto;105784000;26400;423100;317400;5100000;100000;2017;Oct;30;88.2
657;T-Series Hamaar Bhojpuri;15200000;7564652648.00;Entertainment;T-Series Hamaar Bhojpuri;9862.00;India;IN;Music;105978000;26500;423900;317900;5100000;200000;2011;Nov;1;28.1
803;Jazzghost;13900000;5673347763.00;Gaming;Jazzghost;5494.00;Brazil;BR;Games;106718000;26700;426900;320200;5100000;100000;2012;Aug;30;51.3
836;JOJO TV - Hindi Stories;13600000;5141201173.00;Education;JOJO TV - Hindi Stories;1097.00;India;IN;Film;10764000;2700;43100;32300;516700;100000;2016;Dec;25;28.1
906;GH'S;13000000;8739174649.00;Gaming;GH'S;510.00;South Korea;KR;Games;1081000000;270300;4300000;3200000;51900000;1000000;2020;Jul;7;94.3
449;Triggered Insaan;18800000;3276891538.00;Comedy;Triggered Insaan;304.00;India;IN;People;109026000;27300;436100;327100;5200000;700000;2014;Jul;17;28.1
144;MR. INDIAN HACKER;31700000;5711208484.00;Science & Technology;MR. INDIAN HACKER;929.00;India;IN;Tech;109125000;27300;436500;327400;5200000;500000;2012;Jun;21;28.1
847;Vijay Kumar Viner Vlogs;13500000;7958771872.00;Entertainment;Vijay Kumar Viner Vlogs;1357.00;India;IN;Entertainment;109813000;27500;439300;329400;5300000;300000;2019;Mar;22;28.1
180;infobells - Tamil;28900000;17930570614.00;Education;infobells - Tamil;555.00;India;IN;Education;109828000;27500;439300;329500;5300000;200000;2014;Mar;13;28.1
514;Fun For Kids TV - Hindi Rhymes;17500000;7612385622.00;Entertainment;Fun For Kids TV - Hindi Rhymes;149.00;India;IN;Entertainment;109847000;27500;439400;329500;5300000;300000;2017;Sep;27;28.1
732;O Reino Infantil;14600000;11182302317.00;Music;O Reino Infantil;1206.00;Brazil;BR;Music;109865000;27500;439500;329600;5300000;100000;2014;Aug;19;51.3
417;tabii Urdu;19600000;8779729549.00;Entertainment;tabii Urdu;1306.00;Turkey;TR;Entertainment;110806000;27700;443200;332400;5300000;100000;2020;Apr;17;23.9
956;First We Feast;12500000;2983799729.00;Howto & Style;First We Feast;1076.00;United States;US;Entertainment;111252000;27800;445000;333800;5300000;200000;2014;Feb;28;88.2
319;Charlie Puth;22000000;9924807127.00;Music;Charlie Puth;157.00;United States;US;Music;111500000;27900;446000;334500;5400000;100000;2009;Sep;9;88.2
37;Marshmello;56400000;14696003229.00;Entertainment;Marshmello;436.00;United States;US;Music;112100000;28000;448400;336300;5400000;100000;2015;Apr;6;88.2
145;Worldwide Records Bhojpuri;31700000;16476978876.00;Music;Worldwide Records Bhojpuri;6518.00;India;IN;Music;112648000;28200;450600;337900;5400000;200000;2012;Mar;15;28.1
384;BabyBus - Cerita & Lagu Anak-anak;20300000;11819051552.00;Education;BabyBus - Cerita & Lagu Anak-anak;875.00;Indonesia;ID;Education;112768000;28200;451100;338300;5400000;100000;2019;Jan;14;36.3
563;FailArmy;16500000;3037260680.00;Comedy;FailArmy;438.00;United States;US;Entertainment;112986000;28200;451900;339000;5400000;100000;2011;Jul;5;88.2
690;KOMPASTV;15000000;11827310821.00;News & Politics;KOMPASTV;269050.00;Indonesia;ID;News;113064000;28300;452300;339200;5400000;100000;2013;Aug;23;36.3
388;Kiddiestv Hindi - Nursery Rhymes & Kids Songs;20200000;7274150246.00;Education;Kiddiestv Hindi - Nursery Rhymes & Kids Songs;226.00;India;IN;Education;113420000;28400;453700;340300;5400000;300000;2017;May;25;28.1
337;Tekashi 6ix9ine;21500000;5890180734.00;People & Blogs;Tekashi 6ix9ine;51.00;United States;US;Music;113542000;28400;454200;340600;5400000;200000;2018;Apr;6;88.2
678;Chetan Monga Vlogs;15000000;9924103188.00;People & Blogs;Chetan Monga Vlogs;899.00;India;IN;People;113572000;28400;454300;340700;5500000;400000;2014;Aug;17;28.1
30;Movieclips;59500000;59316472754.00;Film & Animation;Movieclips;39113.00;United States;US;Film;114668000;28700;458700;344000;5500000;100000;2006;Apr;28;88.2
66;ARY Digital HD;43200000;37939780685.00;Entertainment;ARY Digital HD;109871.00;Pakistan;PK;Entertainment;1149000000;287300;4600000;3400000;55200000;900000;2016;Jul;11;9
858;GMA Integrated News;13400000;9569814790.00;News & Politics;GMA Integrated News;296272.00;Philippines;PH;News;115459000;28900;461800;346400;5500000;100000;2007;Oct;29;35.5
124;Selena Gomez;33600000;13013567335.00;Film & Animation;Selena Gomez;188.00;United States;US;Music;115792000;28900;463200;347400;5600000;200000;2008;Feb;8;88.2
962;elcarteldesantatv;12500000;7489455451.00;Music;elcarteldesantatv;377.00;Mexico;MX;Entertainment;115881000;29000;463500;347600;5600000;100000;2008;Nov;27;40.2
588;LEGO;16200000;20522339099.00;Entertainment;LEGO;31889.00;Singapore;SG;Entertainment;117209000;29300;468800;351600;5600000;200000;2005;Oct;22;84.8
311;LeoNata Family;22600000;27084848152.00;People & Blogs;LeoNata Family;2321.00;United States;US;People;1174000000;293500;4700000;3500000;56300000;1300000;2021;Sep;28;88.2
504;Les' Copaque Production;17700000;9059696049.00;Film & Animation;Les' Copaque Production;1716.00;Malaysia;MY;Entertainment;117727000;29400;470900;353200;5700000;200000;2009;Nov;9;45.1
208;Netflix;26700000;7173668905.00;Entertainment;Netflix;6471.00;United States;US;Entertainment;118226000;29600;472900;354700;5700000;200000;2012;Jul;17;88.2
354;Rafa & Luiz;21000000;7762905663.00;Entertainment;Rafa & Luiz;2883.00;Brazil;BR;Entertainment;118410000;29600;473600;355200;5700000;400000;2015;Aug;26;51.3
27;Colors TV;64600000;61510906457.00;Shows;Colors TV;112915.00;India;IN;Entertainment;1188000000;296900;4800000;3600000;57000000;1100000;2008;Jun;13;28.1
299;Ultra Movie Parlour;22900000;5320485069.00;Movies;Ultra Movie Parlour;1670.00;India;IN;Film;118846000;0;0;0;0;300000;2011;May;17;28.1
694;50 Cent;14900000;10069000444.00;Music;50 Cent;419.00;United States;US;Music;119812000;30000;479200;359400;5800000;100000;2007;Feb;8;88.2
914;gymvirtual;12900000;2509752944.00;Sports;gymvirtual;1572.00;Spain;ES;Sports;11993000;3000;48000;36000;575700;100000;2010;Nov;1;88.9
213;PANDA BOI;26400000;17211600007.00;Entertainment;PANDA BOI;967.00;Italy;IT;Entertainment;1225000000;306400;4900000;3700000;58800000;2000000;2020;Dec;5;61.9
272;Enrique Iglesias;23800000;17688774915.00;Music;Enrique Iglesias;443.00;United States;US;Music;122914000;30700;491700;368700;5900000;100000;2007;Apr;12;88.2
241;TRANS7 OFFICIAL;25000000;14169516119.00;Entertainment;TRANS7 OFFICIAL;89179.00;Indonesia;ID;Entertainment;123189000;30800;492800;369600;5900000;100000;2014;Sep;4;36.3
435;SUPER SLICK SLIME SAM;19000000;7229175322.00;Howto & Style;SUPER SLICK SLIME SAM;903.00;Mexico;MX;Howto;123338000;30800;493400;370000;5900000;200000;2018;Jan;23;40.2
286;Sesame Street;23300000;22471357411.00;Entertainment;Sesame Street;3657.00;United States;US;Entertainment;124187000;31000;496700;372600;6000000;100000;2006;Jan;16;88.2
389;dednahype;20200000;20919403720.00;Comedy;dednahype;1935.00;Latvia;LV;Comedy;1245000000;311200;5000000;3700000;59800000;1200000;2020;Mar;20;88.1
792;Bie The Ska;14100000;4627069704.00;Entertainment;Bie The Ska;1540.00;Thailand;TH;Entertainment;12502000;3100;50000;37500;600100;100000;2006;Oct;3;49.3
111;Markiplier;35200000;20297931219.00;Gaming;Markiplier;5490.00;United States;US;Games;127329000;31800;509300;382000;6100000;100000;2012;May;26;88.2
131;BabyBus - Kids Songs and Cartoons;32800000;26355088167.00;Education;BabyBus - Kids Songs and Cartoons;2122.00;United States;US;Education;127498000;31900;510000;382500;6100000;200000;2016;Jul;15;88.2
467;Miley Cyrus;18300000;7760819588.00;Entertainment;Miley Cyrus;142.00;United States;US;Entertainment;127982000;32000;511900;383900;6100000;100000;2009;Sep;15;88.2
328;Dua Lipa;21800000;11288359365.00;Music;Dua Lipa;164.00;United Kingdom;GB;Music;128047000;32000;512200;384100;6100000;100000;2011;Feb;5;60
294;Kids TV - Nursery Rhymes And Baby Songs;23100000;13151870846.00;Shows;Kids TV - Nursery Rhymes And Baby Songs;3781.00;United States;US;Music;128448000;32100;513800;385300;6200000;700000;2013;Aug;30;88.2
117;J Balvin;34100000;23005313609.00;Music;J Balvin;141.00;Colombia;CO;Music;128696000;32200;514800;386100;6200000;100000;2011;Feb;18;55.3
55;Felipe Neto;45200000;16602198273.00;Entertainment;Felipe Neto;4331.00;Brazil;BR;Entertainment;130359000;32600;521400;391100;6300000;200000;2006;May;16;51.3
83;WorkpointOfficial;39000000;36131228583.00;Entertainment;WorkpointOfficial;72580.00;Thailand;TH;Entertainment;130461000;32600;521800;391400;6300000;200000;2012;Nov;5;49.3
693;A2 Motivation by Arvind Arora;15000000;8932038210.00;Entertainment;A2 Motivation by Arvind Arora;3168.00;India;IN;Entertainment;130731000;32700;522900;392200;6300000;200000;2017;Apr;7;28.1
564;BBC News Hindi;16500000;7043235131.00;News & Politics;BBC News Hindi;21243.00;India;IN;News;131202000;32800;524800;393600;6300000;300000;2009;Sep;22;28.1
100;Ultra Bollywood;36600000;15653786446.00;Trailers;Ultra Bollywood;9168.00;India;IN;Entertainment;131462000;0;0;0;0;200000;2009;Oct;21;28.1
317;FGTeeV;22300000;24059336857.00;Gaming;FGTeeV;1724.00;United States;US;Games;132110000;33000;528400;396300;6300000;100000;2013;May;24;88.2
292;TED;23100000;2551113422.00;People & Blogs;TED;4445.00;United States;US;Tech;13246000;3300;53000;39700;635800;100000;2006;Dec;6;88.2
568;UFC - Ultimate Fighting Championship;16400000;7135820721.00;Sports;UFC - Ultimate Fighting Championship;14662.00;United States;US;Sports;133208000;33300;532800;399600;6400000;100000;2006;Mar;4;88.2
849;Wengie;13500000;1900272833.00;Howto & Style;Wengie;462.00;United States;US;Howto;1335000;334;5300;4000;64100;100000;2010;Sep;9;88.2
800;ETV Jabardasth;14000000;13542939513.00;People & Blogs;ETV Jabardasth;9652.00;India;IN;Comedy;133584000;33400;534300;400800;6400000;100000;2015;Jul;14;28.1
57;HAR PAL GEO;44600000;41139050371.00;Entertainment;HAR PAL GEO;100755.00;Pakistan;PK;Entertainment;1337000000;334300;5300000;4000000;64200000;1300000;2008;Jan;2;9
59;Katy Perry;44200000;25458952022.00;Music;Katy Perry;128.00;United States;US;Music;134242000;33600;537000;402700;6400000;100000;2008;Jun;1;88.2
245;America's Got Talent;24800000;3699352704.00;Entertainment;America's Got Talent;1894.00;United States;US;Entertainment;134412000;33600;537600;403200;6500000;400000;2006;Jun;29;88.2
3;MrBeast;166000000;28368841870.00;Entertainment;MrBeast;741.00;United States;US;Entertainment;1348000000;337000;5400000;4000000;64700000;8000000;2012;Feb;20;88.2
789;Lana Del Rey;14100000;6884215292.00;Music;Lana Del Rey;43.00;United States;US;Music;135563000;33900;542300;406700;6500000;200000;2011;May;5;88.2
129;CVS 3D Rhymes & Kids Songs;33400000;20269857567.00;Education;CVS 3D Rhymes & Kids Songs;338.00;India;IN;Education;136084000;34000;544300;408300;6500000;200000;2008;Aug;26;28.1
611;MK MUSIC;15900000;9198986881.00;Music;MK MUSIC;5105.00;Brazil;BR;Music;136388000;34100;545600;409200;6500000;100000;2010;Jan;18;51.3
799;ViralHog;14000000;18917687143.00;People & Blogs;ViralHog;41117.00;United States;US;Animals;1364000000;340900;5500000;4100000;65500000;1100000;2014;Aug;22;88.2
72;Kimberly Loaiza;41300000;5603111948.00;People & Blogs;Kimberly Loaiza;291.00;Mexico;MX;People;136745000;34200;547000;410200;6600000;400000;2016;Nov;16;40.2
164;Adele;30200000;14199108016.00;Music;Adele;15.00;United Kingdom;GB;Music;137099000;34300;548400;411300;6600000;100000;2008;Apr;4;60
735;Noman Official;14600000;5525773746.00;Comedy;Noman Official;560.00;India;IN;Film;139116000;34800;556500;417300;6700000;500000;2019;Oct;28;28.1
636;Kashvi Adlakha;15500000;12714141740.00;Entertainment;Kashvi Adlakha;1525.00;India;IN;Entertainment;139123000;34800;556500;417400;6700000;200000;2017;Apr;9;28.1
318;Kinder Spielzeug Kanal (Kidibli);22200000;11136266461.00;Entertainment;Kinder Spielzeug Kanal (Kidibli);999.00;United States;US;Entertainment;139333000;34800;557300;418000;6700000;200000;2015;Sep;25;88.2
247;EminemVEVO;24700000;20531704527.00;Music;EminemVEVO;104.00;United States;US;Music;139443000;34900;557800;418300;6700000;100000;2009;May;12;88.2
468;IShowSpeed;18300000;1556003039.00;Gaming;IShowSpeed;1324.00;United States;US;Games;140261000;35100;561000;420800;6700000;800000;2016;Mar;21;88.2
235;WB Kids;25200000;11081602368.00;People & Blogs;WB Kids;2025.00;United States;US;Film;140319000;35100;561300;421000;6700000;300000;2015;Mar;31;88.2
29;Dude Perfect;59500000;16241549158.00;Sports;Dude Perfect;389.00;United States;US;Sports;141200000;35300;564800;423600;6800000;100000;2009;Mar;17;88.2
777;infobells - Kannada;14200000;6554000320.00;Education;infobells - Kannada;433.00;India;IN;Education;141688000;35400;566800;425100;6800000;300000;2014;Mar;13;28.1
619;DM - Desi Melodies;15700000;5914071870.00;Music;DM - Desi Melodies;79.00;India;IN;Music;141842000;35500;567400;425500;6800000;300000;2017;Jul;8;28.1
350;GMA Public  Affairs;21200000;11364908616.00;Entertainment;GMA Public  Affairs;31989.00;Philippines;PH;News;142317000;35600;569300;427000;6800000;200000;2009;Aug;8;35.5
288;Lady Gaga;23200000;15751661213.00;People & Blogs;Lady Gaga;172.00;United States;US;Music;143169000;35800;572700;429500;6900000;100000;2008;May;15;88.2
204;Brent Rivera;27000000;6570935979.00;Comedy;Brent Rivera;554.00;United States;US;Entertainment;144453000;36100;577800;433400;6900000;300000;2009;Aug;1;88.2
377;Jake Paul;20400000;7311322368.00;People & Blogs;Jake Paul;1006.00;United States;US;People;14646000;3700;58600;43900;703000;100000;2013;Sep;19;88.2
46;Billie Eilish;47900000;13626331061.00;Music;Billie Eilish;65.00;United States;US;Music;146862000;36700;587400;440600;7000000;200000;2013;Feb;6;88.2
786;Trap City;14100000;5129529846.00;Music;TrapCity;3.00;Australia;AU;People;147;4;59;44;7;1;2015;Nov;4;113.1
396;Pencilmation;20100000;11317309935.00;Film & Animation;Pencilmation;1481.00;United States;US;Entertainment;14862000;3700;59400;44600;713400;100000;2007;Feb;1;88.2
543;Bispo Bruno Leonardo;16900000;3523578665.00;Nonprofits & Activism;Bispo Bruno Leonardo;4891.00;Brazil;BR;Nonprofit;149543000;37400;598200;448600;7200000;400000;2016;Apr;10;51.3
768;ZEE5;14400000;18515587421.00;Entertainment;ZEE5;101401.00;India;IN;Entertainment;149799000;37400;599200;449400;7200000;100000;2018;Feb;13;28.1
579;Bollywood Classics;16300000;7141825267.00;Entertainment;Bollywood Classics;1444.00;India;IN;Music;151477000;37900;605900;454400;7300000;300000;2011;Oct;13;28.1
266;Preston;24000000;8279004442.00;Gaming;Preston;4009.00;United States;US;Entertainment;151697000;37900;606800;455100;7300000;200000;2012;Jul;4;88.2
730;PrestonPlayz;14600000;5766647017.00;Gaming;Preston;4009.00;United States;US;Entertainment;151697000;37900;606800;455100;7300000;200000;2012;Jul;4;88.2
835;Lindsey Stirling;13600000;3764608356.00;Music;Lindsey Stirling;199.00;United States;US;Music;15277000;3800;61100;45800;733300;100000;2007;May;20;88.2
558;SriBalajiMovies;16600000;9439857193.00;Entertainment;SriBalajiMovies;20102.00;India;IN;Entertainment;154049000;38500;616200;462100;7400000;200000;2011;Sep;29;28.1
304;Vania Mania Kids;22700000;10115316784.00;People & Blogs;Vania Mania Kids;985.00;United States;US;Education;155215000;38800;620900;465600;7500000;300000;2015;Sep;9;88.2
386;Noor Stars;20200000;2764127969.00;Comedy;Noor Stars;693.00;United Arab Emirates;AE;Entertainment;15556000;3900;62200;46700;746700;100000;2014;Apr;24;36.8
130;Ricis Official;33300000;5994136760.00;People & Blogs;Ricis Official;2736.00;Indonesia;ID;Entertainment;157101000;39300;628400;471300;7500000;1900000;2016;Jan;15;36.3
159;AboFlah;30500000;4521573939.00;Gaming;AboFlah;641.00;Kuwait;KW;Entertainment;157908000;39500;631600;473700;7600000;1300000;2016;Jul;28;54.4
373;Mnet K-POP;20500000;15038593883.00;Entertainment;Mnet K-POP;33229.00;South Korea;KR;Entertainment;158540000;39600;634200;475600;7600000;100000;2006;Mar;9;94.3
188;Michael Jackson;28200000;14412474625.00;Music;Michael Jackson;15.00;United States;US;Music;158591000;39600;634400;475800;7600000;200000;2005;Jun;22;88.2
86;shfa;38400000;21528116909.00;People & Blogs;ýýýýýýýýýý ýýýýýý;982.00;Saudi Arabia;SA;Games;1589000;397;6400;4800;76300;2000;2018;May;24;68
67;Speed Records;42500000;26820902622.00;Music;Speed Records;10938.00;India;IN;Music;159757000;39900;639000;479300;7700000;100000;2012;Nov;22;28.1
43;Ariana Grande;52700000;24004842608.00;Music;Ariana Grande;147.00;United States;US;Music;160216000;40100;640900;480600;7700000;100000;2007;Jan;22;88.2
343;The Royalty Family;21300000;6269945014.00;People & Blogs;The Royalty Family;733.00;United States;US;People;160227000;40100;640900;480700;7700000;200000;2017;Apr;13;88.2
342;Sidhu Moose Wala;21400000;6264261757.00;Music;Sidhu Moose Wala;114.00;India;IN;Music;160690000;40200;642800;482100;7700000;500000;2017;Oct;30;28.1
842;JULIA GISELLA;13500000;5380132790.00;Entertainment;Julia Gisella;19.00;United Kingdom;GB;Music;1615;4;6;5;78;130;2015;Mar;24;60
209;Raffy Tulfo in Action;26500000;15065753455.00;News & Politics;Raffy Tulfo in Action;10022.00;Philippines;PH;News;163130000;40800;652500;489400;7800000;300000;2016;Apr;20;35.5
84;GR6 EXPLODE;38900000;25154232306.00;Music;GR6 EXPLODE;3043.00;Brazil;BR;Music;1635000000;408700;6500000;4900000;78500000;100000;2014;Aug;5;51.3
726;Doc Tops;14600000;2613197447.00;Entertainment;Doc Tops;490.00;Ecuador;EC;Entertainment;16409000;4100;65600;49200;787600;100000;2014;Dec;29;44.9
224;David Guetta;25700000;17793809548.00;Music;David Guetta;749.00;United States;US;Music;164215000;41100;656900;492600;7900000;100000;2009;Dec;11;88.2
612;Unspeakable;15900000;9052367553.00;Gaming;Unspeakable;796.00;United States;US;People;164895000;41200;659600;494700;7900000;200000;2016;May;1;88.2
16;Sony SAB;83000000;10100000000000.00;Shows;Sony SAB;71270.00;India;IN;Entertainment;1657000000;414300;6600000;5000000;79600000;1100000;2007;Aug;4;28.1
140;StarPlus;32000000;26800674545.00;Entertainment;StarPlus;44892.00;India;IN;Entertainment;1667000000;416800;6700000;5000000;80000000;1200000;2006;May;19;28.1
643;Mrwhosetheboss;15400000;3736069980.00;Science & Technology;Mrwhosetheboss;1577.00;United Kingdom;GB;Tech;167697000;41900;670800;503100;8000000;400000;2011;Apr;20;60
632;Infobells Bangla;15500000;7776706184.00;Education;Infobells Bangla;359.00;India;IN;Education;167888000;42000;671600;503700;8100000;300000;2016;Jun;13;28.1
18;BANGTANTV;75600000;20826993957.00;Music;BANGTANTV;2281.00;South Korea;KR;Music;168290000;42100;673200;504900;8100000;400000;2012;Dec;17;94.3
454;GRAMMY GOLD OFFICIAL;18600000;20196704276.00;Music;GRAMMY GOLD OFFICIAL;6287.00;Thailand;TH;Music;168597000;42100;674400;505800;8100000;100000;2014;Jan;15;49.3
301;toyorbabytv;22900000;16298342829.00;Music;toyorbabytv;1159.00;Jordan;JO;Music;169056000;42300;676200;507200;8100000;300000;2012;Nov;1;34.4
252;Like Nastya AE;24400000;12385924995.00;Entertainment;Like Nastya AE;658.00;United States;US;Entertainment;169865000;42500;679500;509600;8200000;400000;2018;Dec;19;88.2
938;YoungBoy Never Broke Again;12700000;13174393401.00;Entertainment;YoungBoy Never Broke Again;142.00;United States;US;Music;169968000;42500;679900;509900;8200000;100000;2015;Jan;4;88.2
22;Zee TV;70500000;73139054467.00;Entertainment;Zee TV;129204.00;India;IN;Entertainment;1707000000;426800;6800000;5100000;81900000;900000;2005;Dec;11;28.1
663;Daftar Populer;15100000;2143140898.00;Education;Daftar Populer;3810.00;Indonesia;ID;Entertainment;17231000;4300;68900;51700;827100;100000;2017;Jan;16;36.3
193;toycantando;27700000;15777682516.00;Music;toycantando;619.00;Colombia;CO;Music;173836000;43500;695300;521500;8300000;200000;2009;Jul;7;55.3
871;Just For Laughs Gags;13300000;7406628736.00;Comedy;Just For Laughs Gags;6916.00;United States;US;Comedy;17468000;4400;69900;52400;838500;100000;2007;Jan;14;88.2
314;SSundee;22500000;13835173331.00;Gaming;SSundee;3315.00;United States;US;Games;175094000;43800;700400;525300;8400000;200000;2009;Nov;28;88.2
98;Bruno Mars;36700000;19378155425.00;Music;Bruno Mars;99.00;United States;US;Music;175243000;43800;701000;525700;8400000;200000;2006;Sep;19;88.2
788;Yudist Ardhana;14100000;6036496916.00;Entertainment;Yudist Ardhana;2854.00;Indonesia;ID;Entertainment;176062000;44000;704200;528200;8500000;400000;2016;Jan;6;36.3
20;Justin Bieber;71600000;30608119724.00;Music;Justin Bieber;249.00;Canada;CA;Music;176326000;44100;705300;529000;8500000;100000;2007;Jan;15;68.9
61;ABS-CBN Entertainment;44200000;50292540392.00;People & Blogs;ABS-CBN Entertainment;193890.00;Philippines;PH;Entertainment;176629000;44200;706500;529900;8500000;300000;2008;Jul;16;35.5
989;Caylus;12400000;4779139505.00;Education;Caylus;1340.00;United States;US;Games;177600000;44400;710400;532800;8500000;400000;2016;Apr;6;88.2
269;Diana and Roma EN;23900000;7213499085.00;People & Blogs;Diana and Roma EN;511.00;United States;US;Entertainment;177769000;44400;711100;533300;8500000;300000;2011;Dec;22;88.2
845;Sanjoy Das Official;13500000;3912334359.00;Entertainment;Sanjoy Das Official;1793.00;India;IN;Games;179232000;44800;716900;537700;8600000;400000;2015;Apr;29;28.1
580;Technoblade;16300000;1656452554.00;Gaming;Technoblade;989.00;United States;US;Games;17944000;4500;71800;53800;861300;200000;2013;Oct;28;88.2
119;Jingle Toons;34000000;11351015824.00;Film & Animation;Jingle Toons;240.00;India;IN;Film;179903000;45000;719600;539700;8600000;600000;2013;Jan;24;28.1
965;Flowers Comedy;12500000;11691081301.00;Entertainment;Flowers Comedy;11907.00;India;IN;Entertainment;180021000;45000;720100;540100;8600000;100000;2015;Aug;19;28.1
475;Blippi - Educational Videos for Kids;18100000;14857290259.00;Education;Blippi - Educational Videos for Kids;707.00;United States;US;Education;180412000;45100;721600;541200;8700000;300000;2014;Jan;27;88.2
176;Zhong;29200000;14727238483.00;Entertainment;Zhong;1513.00;United States;US;Entertainment;180519000;0;0;0;0;1000000;2015;Jan;19;88.2
71;Ishtar Music;41400000;17608931161.00;Trailers;Ishtar Music;4510.00;India;IN;Music;180942000;45200;723800;542800;8700000;400000;2005;Sep;22;28.1
674;ABS-CBN News;15100000;10489367372.00;News & Politics;ABS-CBN News;209520.00;Philippines;PH;News;181644000;45400;726600;544900;8700000;100000;2009;Oct;22;35.5
5;SET India;159000000;14800000000000.00;Shows;SET India;116536.00;India;IN;Entertainment;1824000000;455900;7300000;5500000;87500000;1000000;2006;Sep;20;28.1
70;Rihanna;41900000;22477745835.00;Entertainment;Rihanna;84.00;Barbados;BB;Music;182926000;45700;731700;548800;8800000;100000;2005;Nov;6;65.4
322;Ben Azelart;21900000;4454917643.00;Film & Animation;Ben Azelart;301.00;United States;US;Entertainment;184946000;46200;739800;554800;8900000;500000;2014;Jun;5;88.2
187;Shemaroo Movies;28200000;7600740993.00;Entertainment;Shemaroo Movies;3009.00;India;IN;Film;184966000;46200;739900;554900;8900000;500000;2011;Mar;1;28.1
885;Technology Gyan;13200000;1138262456.00;Science & Technology;Technology Gyan;1022.00;India;IN;Tech;18518000;4600;74100;55600;888900;100000;2015;Nov;17;28.1
724;ABC News;14700000;12961669452.00;News & Politics;ABC News;80830.00;United States;US;News;185709000;46400;742800;557100;8900000;100000;2006;Aug;7;88.2
615;Narendra Modi;15800000;3392918989.00;News & Politics;Narendra Modi;20679.00;India;IN;News;185969000;46500;743900;557900;8900000;700000;2007;Oct;26;28.1
659;CNN;15200000;14198154095.00;News & Politics;CNN;160405.00;United States;US;News;187006000;46800;748000;561000;9000000;100000;2005;Oct;2;88.2
155;ImagineDragons;30700000;16793072362.00;Music;ImagineDragons;92.00;United States;US;Music;188837000;47200;755300;566500;9100000;100000;2009;Aug;3;88.2
870;penguinz0;13300000;7773543609.00;Gaming;penguinz0;4613.00;United States;US;Entertainment;188948000;47200;755800;566800;9100000;200000;2007;May;7;88.2
154;TheDonato;31200000;6187804950.00;Entertainment;TheDonato;3027.00;Argentina;AR;Games;190679000;47700;762700;572000;9200000;1900000;2015;Feb;17;90
